Time(s),dataset,Engine RPM (rpm),Ambient Air Temperature (°F),Vehicle Speed (MPH),Absolute Throttle Position (%),Absolute Load Value (%),Calculated Engine Load Value (%),Fuel Level Input (%),Engine Coolant Temperature (°F)
667,dataset8,2251,91,78,38.8,110.1,74.5,98.4,203
669.9,dataset8,2249,91,77,34.3,46.6,44,98.4,205
672.8,dataset8,2237,91,77,18,81.4,15,98.4,207
675.7,dataset8,2261,91,78,28.2,151.3,84.6,98.4,207
678.6,dataset8,2292,91,79,47.8,128.7,75.2,98.4,207
681.5,dataset8,2525,90,79,43.4,100.6,24.8,98.4,208
684.4,dataset8,2502,90,80,38.1,39.2,29.2,98.4,208
687.3,dataset8,2301,91,79,49.7,48.7,40.8,98.4,208
690.2,dataset8,2377,91,80,48.3,108.8,39.5,98.4,208
693.1,dataset8,2589,91,79,38.8,112.9,37.7,98.4,208
696,dataset8,2511,91,80,38.7,125.8,55,98.4,208
698.9,dataset8,2369,91,81,38.4,122.9,71,98.4,208
701.8,dataset8,2391,91,82,36.8,117.6,60.8,98.4,210
704.7,dataset8,2414,91,83,34.1,105.6,58.3,98.4,210
707.6,dataset8,2430,90,84,33.7,92,47.8,98.4,212
710.5,dataset8,2434,91,84,33.1,77.5,45,98.4,211
713.4,dataset8,2425,91,83,30.5,75.3,39.6,98.4,208
716.3,dataset8,2426,91,83,29,65,40,98.4,206
719.2,dataset8,2418,91,83,22.7,67.3,40.4,98.4,203
722.1,dataset8,2415,91,83,20,72.5,47.9,98.4,201
725,dataset8,2409,91,83,13.7,83.5,47.5,98.4,199
727.9,dataset8,2417,91,82,13.2,98,45.1,98.4,199
730.8,dataset8,2408,91,81,12.5,80.4,45.4,98.4,200
733.7,dataset8,2280,91,78,36.6,75.4,46.3,98.4,201
736.6,dataset8,2439,91,79,51.2,142.9,46.6,98.4,202
739.5,dataset8,2958,91,81,12.5,116.7,47.1,98.4,203
742.4,dataset8,2734,91,81,15.8,31,38.4,98.4,204
745.3,dataset8,2344,92,81,25.9,43.3,30.3,98.4,205
748.2,dataset8,2363,93,80,26,63.5,31.4,98.4,205
751.1,dataset8,2375,93,80,26.3,43.2,31.4,98.4,205
754,dataset8,2279,93,78,22.1,21.1,31.8,98.4,205
756.9,dataset8,2256,93,78,17.5,12.2,29.5,98.4,204
759.8,dataset8,2093,93,73,11.8,12.4,23.9,98.4,203
762.7,dataset8,2051,93,71,11.6,13.8,18.4,98.4,202
765.6,dataset8,1918,93,66,10.6,15.6,10.2,98.4,201
768.5,dataset8,1936,93,66,14.4,21.6,21.7,98.2,200
771.4,dataset8,1963,93,65,25.9,23,33.5,94.1,199
774.3,dataset8,1961,93,66,30.1,25.5,44.3,94.9,199
777.2,dataset8,1965,94,67,36.9,66.4,40.9,98.4,199
780.1,dataset8,2051,95,69,26.6,105.3,28.3,98.4,199
783,dataset8,2048,95,70,16.2,81.5,32.2,98.4,199
785.9,dataset8,2017,95,69,12.2,70.6,40.4,98.4,198
788.8,dataset8,1994,95,69,12.3,16.5,49.4,98.4,197
791.7,dataset8,1922,95,66,12.9,15.7,63.1,98.4,196
794.6,dataset8,1889,95,65,12.4,12.6,40.2,98.4,195
797.5,dataset8,1808,95,62,10.2,15.4,12.2,96.9,194
800.4,dataset8,1792,95,62,13.1,23.5,14.6,95.4,193
803.3,dataset8,1763,95,61,21.2,26.7,16.8,98.4,192
806.2,dataset8,1931,95,61,39.1,32.9,14.6,98.4,190
809.1,dataset8,2130,95,61,73.3,49.8,16.5,98.4,190
812,dataset8,1851,95,62,59.5,70,26.7,98.4,190
814.9,dataset8,1869,95,64,42.9,77.5,38.2,98.4,191
817.8,dataset8,1967,95,66,17.2,85,67,98.4,194
820.7,dataset8,2224,95,67,18.3,131.9,71.8,98.4,194
823.6,dataset8,2977,95,70,24.7,108.2,79.2,98.4,194
826.5,dataset8,2739,93,70,30.9,14.5,46.6,98.4,196
829.4,dataset8,2256,93,69,53.3,48.2,11.2,98.4,198
832.3,dataset8,2211,93,71,48.6,121.5,78,98.4,198
835.2,dataset8,2150,93,73,38.4,112.6,75.3,98.4,198
838.1,dataset8,2162,93,74,45.2,100,55.7,98.4,199
841,dataset8,2181,93,75,54.9,93.4,59.2,98.4,200
843.9,dataset8,2263,93,75,43.6,88.2,70.6,98.4,201
846.8,dataset8,2257,93,75,32.1,97.1,50.6,98.4,202
849.7,dataset8,2219,93,75,20.8,81.9,11.8,98.4,203
852.6,dataset8,2211,93,75,26.1,13,23.5,98.4,203
855.5,dataset8,2189,93,75,47.4,30.5,37.2,98.4,203
858.4,dataset8,2226,93,76,47.3,68.6,35.3,98.4,203
861.3,dataset8,2273,93,78,47,69.7,36.1,98.4,203
864.2,dataset8,2276,93,78,42,71,40.8,98.4,203
867.1,dataset8,2275,94,78,35.4,79.5,32.6,98.4,203
870,dataset8,2245,95,77,12.5,80.1,10.6,98.4,203
872.9,dataset8,2253,95,77,16.6,42.7,20.6,98.4,203
875.8,dataset8,2266,95,76,41.1,50.1,35.7,98.4,203
878.7,dataset8,2254,95,76,42.8,75.6,41.5,98.4,203
881.6,dataset8,2228,95,76,48.2,90,48.5,98.4,203
884.5,dataset8,2253,95,77,51.4,116.4,67,98.4,203
887.4,dataset8,2283,95,78,57.2,125.7,67.2,98.4,203
890.3,dataset8,2359,95,80,47.4,135.6,67.8,98.4,205
893.2,dataset8,2365,95,81,33.3,115,67,98.4,205
896.1,dataset8,2424,95,82,34,115.3,64.3,98.4,207
899,dataset8,2427,95,83,34.9,108.7,52.6,98.4,207
901.9,dataset8,2382,95,82,24.1,100,9.1,98.4,208
904.8,dataset8,2369,95,82,14,13,20.3,98.4,208
907.7,dataset8,2270,95,78,61.5,14,46.3,98.6,208
910.6,dataset8,2261,97,78,53.4,20,30.9,98.8,208
913.5,dataset8,2232,97,77,12.9,18.5,10.6,98.6,207
916.4,dataset8,2156,97,75,12.3,14.9,8.7,98.4,204
919.3,dataset8,2055,97,71,11,14.4,9.1,98.4,201
922.2,dataset8,1723,97,64,10.8,13.7,12.2,98.4,196
925.1,dataset8,1708,97,59,10.6,13.8,13,98.4,195
928,dataset8,1608,97,55,10.6,13.7,14.9,96.7,192
930.9,dataset8,1586,97,51,11.1,13.8,15.2,94.1,191
933.8,dataset8,1525,97,40,13.7,13,16,96.4,190
936.7,dataset8,1563,97,39,22.3,11.4,67,98.4,189
939.6,dataset8,1615,97,37,43.1,56,62.8,98.4,189
942.5,dataset8,1618,97,40,29,111.1,37.7,98.4,189
945.4,dataset8,1576,97,40,11.8,20.4,34.5,98.4,189
948.3,dataset8,1322,97,29,11.4,20.7,26.7,96.9,189
951.2,dataset8,1275,97,27,11.4,22.4,27,94.5,189
954.1,dataset8,1152,97,20,11.4,23.4,27.5,94.5,190
957,dataset8,1051,97,17,11.2,25.9,33,95,189
959.9,dataset8,963,97,12,11,44.6,37.1,98.4,189
962.8,dataset8,2000,97,17,18.8,65.4,57.2,98.4,189
965.7,dataset8,2001,97,17,29.4,34.9,51.8,98.4,188
968.6,dataset8,1493,97,19,21,34.8,25.5,98.4,187
971.5,dataset8,1535,97,21,11.8,32.2,27.8,98.4,187
974.4,dataset8,1733,97,22,12.9,30.5,32.6,98.4,187
977.3,dataset8,1575,97,20,12.6,22.8,29.9,98.4,187
980.2,dataset8,1198,97,15,11,25.5,26.7,94.9,187
983.1,dataset8,1319,97,12,13.2,32.9,31,92.4,186
986,dataset8,1500,97,7,18.8,38.4,34.6,98.4,185
988.9,dataset8,1619,97,11,15.6,46.3,35.3,97.6,185
991.8,dataset8,1665,97,14,11,35.3,35.1,94.5,185
994.7,dataset8,1239,97,14,19.1,26.3,34.5,95.9,185
997.6,dataset8,1166,97,14,22.3,26.7,34.3,98.4,185
1000.5,dataset8,983,97,13,11,29.9,34.1,96.4,185
1003.4,dataset8,872,97,8,11.1,38.4,44.7,94.8,185
1006.3,dataset8,712,97,1,11.4,42.2,52.1,98.4,185
1009.2,dataset8,1516,97,6,17.7,47.5,47.1,98.4,187
1012.1,dataset8,2106,97,11,25.4,44.7,43.7,98.4,186
1015,dataset8,1892,97,18,23.5,45,35.7,98.4,183
1017.9,dataset8,1857,97,19,22.9,56.1,32.5,98.4,184
1020.8,dataset8,1770,97,22,20,44.4,28.5,98.4,185
1023.7,dataset8,1627,97,21,17.2,20.4,23.6,98.4,185
1026.6,dataset8,1456,97,20,11.8,27.5,26.1,98.4,185
1029.5,dataset8,1510,97,20,11.9,36,38.8,97.5,183
1032.4,dataset8,1461,97,20,12.1,23.6,36.2,94.5,183
1035.3,dataset8,1165,97,15,11.4,24.3,29.8,96.1,183
1038.2,dataset8,1050,97,14,11.2,28.2,34.8,98.4,184
1041.1,dataset8,793,97,11,10.6,31.8,41.1,98.4,185
1044,dataset8,769,97,9,10.9,39.2,50.2,98.4,185
1046.9,dataset8,798,97,8,11.4,48.9,51.3,98.4,185
1049.8,dataset8,1799,97,12,11.6,57.5,56.1,98.4,187
1052.7,dataset8,1587,97,12,12,29.8,50.9,98.4,186
1055.6,dataset8,809,97,11,13.7,30.8,41.6,98.4,185
1058.5,dataset8,799,97,10,13,34.5,41.6,98.4,186
1061.4,dataset8,778,97,10,10.6,35,41.6,98.4,187
1064.3,dataset8,806,97,8,10.9,36.1,52.2,98,187
1067.2,dataset8,846,97,6,11.8,37.4,52.9,93.7,187
1070.1,dataset8,1157,97,5,13.5,39.2,57.6,94.8,189
1073,dataset8,1336,97,5,15.6,32.2,52.2,98.4,189
1075.9,dataset8,967,97,8,10.6,27.4,38.8,98.4,189
1078.8,dataset8,918,97,7,10.6,32.2,41.5,98.4,189
1081.7,dataset8,788,97,5,10.6,34.7,45.2,95.9,189
1084.6,dataset8,769,97,4,10.8,40.8,51.8,94.3,189
1087.5,dataset8,764,97,2,11.4,39.3,50,98.4,189
1090.4,dataset8,1257,97,5,11.8,37.3,42,98.4,189
1093.3,dataset8,1155,97,5,12.1,29,43.1,98.4,189
1096.2,dataset8,745,97,2,11.4,31.3,45.1,98.4,189
1099.1,dataset8,746,97,2,11.3,39.2,49,98.4,189
1102,dataset8,747,97,0,11,38,52.1,98.4,190
1104.9,dataset8,764,97,0,11,36.1,48.2,98.4,190
1107.8,dataset8,780,97,0,11,36.5,48.2,98.4,190
1110.7,dataset8,773,97,0,11,36.9,48.2,97.2,190
1113.6,dataset8,774,97,0,11,36.9,48.4,94.9,190
1116.5,dataset8,778,97,0,11,37.6,48.6,96.7,190
1119.4,dataset8,776,97,0,11,39.6,51.1,97.9,190
1122.3,dataset8,773,97,0,11,38.4,52.9,92.9,190
1125.2,dataset8,864,97,0,12,36.9,52.5,94.2,190
1128.1,dataset8,980,97,1,13.3,38.4,50.6,98.4,190
1131,dataset8,1283,97,6,15.1,37.5,45.1,96.1,190
1133.9,dataset8,1163,97,6,15.7,30.2,43.3,91.8,190
1136.8,dataset8,841,97,6,11.4,30.4,40.9,93.4,189
1139.7,dataset8,1127,97,8,11.1,31,44.3,94.7,189
1142.6,dataset8,1484,97,9,10.6,47,42.5,92.9,188
1145.5,dataset8,1907,97,16,16,64.3,34.9,94.4,187
1148.4,dataset8,1827,97,16,20.5,47,33.3,98.4,187
1151.3,dataset8,1412,97,19,12.2,46.9,29.4,98.4,187
1154.2,dataset8,1429,97,19,12.2,28.3,30.4,98.4,187
1157.1,dataset8,1515,97,18,12.5,31.5,32.6,98.4,187
1160,dataset8,1606,97,18,13.6,47,35.7,98.4,188
1162.9,dataset8,1802,97,19,17.6,43.7,38.4,98.4,189
1165.8,dataset8,1780,97,20,16.1,36.1,21.2,98.4,187
1168.7,dataset8,1746,97,22,13.3,31.7,21.8,98.4,187
1171.6,dataset8,1499,97,20,12.6,26.3,24.7,98.4,187
1174.5,dataset8,1539,97,20,11.8,41.1,25,98.4,186
1177.4,dataset8,1837,97,22,15.7,49.4,25.9,98.4,185
1180.3,dataset8,1787,97,22,15.5,22.4,29.1,98.4,185
1183.2,dataset8,1629,97,22,14.1,25,34.1,96.8,185
1186.1,dataset8,1616,97,22,13.6,33.7,29.8,94.9,185
1189,dataset8,1588,97,22,11.8,29.5,25.7,94.9,185
1191.9,dataset8,1457,97,20,11.6,22.4,27.9,95.6,185
1194.8,dataset8,1318,97,17,11.4,23.7,28.8,98.4,185
1197.7,dataset8,1167,97,16,11,25.1,31.4,98.4,185
1200.6,dataset8,1058,97,14,11,27.5,35.6,98.4,186
1203.5,dataset8,751,97,9,11,32.8,41.6,98.4,187
1206.4,dataset8,772,97,8,14.3,47.1,44.7,98.4,187
1209.3,dataset8,801,97,7,22.3,51.9,47.6,98.4,187
1212.2,dataset8,1361,97,9,23.7,58.8,51,98.4,189
1215.1,dataset8,1767,97,11,25.5,44.2,47.2,98.4,188
1218,dataset8,908,97,12,17.5,31,34.9,98.4,187
1220.9,dataset8,877,97,11,11,34.5,40.3,98.4,187
1223.8,dataset8,778,97,9,11,36.4,49,98.4,187
1226.7,dataset8,958,97,9,18.9,42,44.2,98.4,188
1229.6,dataset8,1239,97,9,40,38.6,40,98.4,189
1232.5,dataset8,1008,97,10,27,34.1,40,98.4,189
1235.4,dataset8,824,97,10,11,33.3,41.6,98.4,189
1238.3,dataset8,769,97,10,12.5,34.5,45.9,98.4,189
1241.2,dataset8,936,97,10,12.6,43.9,50.3,98.4,189
1244.1,dataset8,1561,97,12,13.3,40.1,57.6,98.4,189
1247,dataset8,1393,97,13,12.8,25.9,46.2,98.4,188
1249.9,dataset8,1066,97,14,11,28.1,34.1,98.4,187
1252.8,dataset8,1067,97,14,11.1,32.2,33.8,98.4,187
1255.7,dataset8,1057,97,14,11.4,29.7,33.9,98.4,187
1258.6,dataset8,826,97,10,11.4,27.2,34.9,98.4,187
1261.5,dataset8,833,97,9,11.3,30.2,35.2,98.4,187
1264.4,dataset8,865,97,4,10.6,30.8,35.7,98.4,187
1267.3,dataset8,821,97,5,10.5,32.9,39,98.4,188
1270.2,dataset8,740,97,5,10.2,35.9,41.3,98.4,189
1273.1,dataset8,848,97,6,10.3,40.8,29.4,98.4,189
1276,dataset8,949,97,8,10.6,35.5,33.2,98.4,189
1278.9,dataset8,931,97,6,10.8,30.6,45.9,98.4,189
1281.8,dataset8,942,97,6,11,30.6,43.6,98.4,189
1284.7,dataset8,979,97,7,11,30.8,39.6,98.4,189
1287.6,dataset8,966,97,8,11,31.4,40,98.3,189
1290.5,dataset8,943,97,8,11,32.7,40.7,94.9,189
1293.4,dataset8,895,97,7,10.8,34.9,43.9,95.6,189
1296.3,dataset8,850,97,6,10.6,33.5,43.3,98.4,189
1299.2,dataset8,837,97,6,10.6,32.9,41.6,97.2,189
1302.1,dataset8,824,97,4,10.6,41.2,45.2,94.9,189
1305,dataset8,777,97,0,11,40.4,51.8,94.5,189
1307.9,dataset8,776,97,1,11,37.6,50.1,94.2,189
1310.8,dataset8,775,97,2,11,36.3,47.9,98.4,189
1313.7,dataset8,1022,97,4,11.4,33.3,39.2,98.4,190
1316.6,dataset8,1310,97,6,12.2,30.6,38.2,98.4,190
1319.5,dataset8,1117,97,6,11.8,27.6,33.3,98.4,189
1322.4,dataset8,1147,97,7,11.6,31.8,33.3,98.4,188
1325.3,dataset8,1269,97,9,13.7,30.7,33.3,98.4,187
1328.2,dataset8,1250,97,10,13.2,26.7,33.1,98.4,187
1331.1,dataset8,1215,97,10,11.4,27,33.6,98.4,187
1334,dataset8,1014,97,7,11.4,27.8,47.1,98.4,187
1336.9,dataset8,754,97,2,11.4,32.4,47.8,98.4,187
1339.8,dataset8,747,97,2,11.2,39.2,53.7,98.4,187
1342.7,dataset8,744,97,2,11,39.6,53.5,98.4,187
1345.6,dataset8,778,97,0,11,39.7,52.9,98.4,189
1348.5,dataset8,805,97,0,11.1,36.5,51.9,98.4,189
1351.4,dataset8,893,97,1,12.2,37,50.2,96.7,190
1354.3,dataset8,848,97,0,11.8,38.8,49.4,95.2,190
1357.2,dataset8,778,97,0,11,37.9,49.1,98.4,190
1360.1,dataset8,807,97,0,12.1,36.5,52.9,98.4,190
1363,dataset8,840,97,1,13.7,45.1,48.5,98.4,190
1365.9,dataset8,906,97,7,12.7,51.6,34.1,98.4,189
1368.8,dataset8,992,97,8,12,36.9,34,98.4,188
1371.7,dataset8,1312,97,9,14.5,36.4,33.7,98.4,187
1374.6,dataset8,1390,97,10,14.4,34.9,33.7,98.4,187
1377.5,dataset8,1536,97,12,14.1,34.6,33.8,98.4,187
1380.4,dataset8,1645,97,12,15.3,34.1,34.5,98.4,187
1383.3,dataset8,1776,97,12,17.3,35.3,34.6,98.4,187
1386.2,dataset8,2006,97,16,19.3,36.4,34.9,97.3,187
1389.1,dataset8,1852,97,16,20.2,36.1,34.8,94.9,187
1392,dataset8,1280,97,17,11.8,39.9,34.5,94.9,187
1394.9,dataset8,1336,97,17,11.8,56.5,36.2,94.9,187
1397.8,dataset8,1453,97,19,11.8,47.7,37.8,96.8,187
1400.7,dataset8,1254,97,16,11.5,27.5,31,98.4,187
1403.6,dataset8,1031,97,13,11,33.7,31.9,98.4,187
1406.5,dataset8,1288,97,13,15,40.9,36.1,97.5,189
1409.4,dataset8,1279,97,13,18.8,42.7,35.2,94.9,188
1412.3,dataset8,1227,97,16,11.8,40.2,33.3,96.3,187
1415.2,dataset8,1171,97,15,11.6,27.1,34,98.4,187
1418.1,dataset8,1040,97,13,11,27.4,35,95.4,187
1421,dataset8,1293,97,13,15.6,28.2,44.7,93.6,187
1423.9,dataset8,1637,97,14,25.5,40.8,42,98.4,187
1426.8,dataset8,1562,97,17,19.4,58.4,22.8,98.4,187
1429.7,dataset8,1495,97,20,11.9,38.5,24.2,98.4,187
1432.6,dataset8,1435,97,19,17.6,30.4,27.9,98.4,187
1435.5,dataset8,1595,97,21,19.2,69.8,34.2,98.4,186
1438.4,dataset8,2013,97,27,27,68.5,43.1,98.4,185
1441.3,dataset8,1909,97,29,22.8,65.1,45.7,98.2,186
1444.2,dataset8,1750,97,31,11.8,51.7,44.8,94.9,187
1447.1,dataset8,1657,97,30,11.3,32.2,22,95.6,187
1450,dataset8,1556,97,28,10.6,25.8,24.4,98.4,187
1452.9,dataset8,1387,97,25,11.5,21.1,31.4,96.7,187
1455.8,dataset8,1389,97,24,14.1,23.2,29.4,93.7,187
1458.7,dataset8,1392,97,19,25.9,29.1,26.7,93.9,187
1461.6,dataset8,1417,97,19,23.4,48.6,25.9,94.2,187
1464.5,dataset8,1461,97,19,15.3,40.4,25.8,98.4,187
1467.4,dataset8,1652,97,20,14.9,24.3,38.1,98.4,185
1470.3,dataset8,1883,97,20,14.1,32.2,36.3,98.4,185
1473.2,dataset8,1629,97,20,13.1,42,26.3,98.4,185
1476.1,dataset8,1424,97,19,11.8,50.6,26.9,98.4,185
1479,dataset8,1354,97,18,11.8,50.2,28.2,96.6,187
1481.9,dataset8,1634,97,19,17.2,48.2,36.5,93.7,187
1484.8,dataset8,2282,97,20,41.5,41.3,46.2,96.2,187
1487.7,dataset8,2022,97,21,32.5,24.7,22,98.1,187
1490.6,dataset8,1662,97,22,11.8,24.9,24.9,94.9,187
1493.5,dataset8,1161,97,15,11.6,25.1,45.5,95.6,187
1496.4,dataset8,856,97,8,11.4,32.6,48.9,98.4,187
1499.3,dataset8,1971,97,9,22.2,44.6,58.8,98.4,187
1502.2,dataset8,1993,97,11,28.7,80,50.1,98.4,187
1505.1,dataset8,2052,97,20,20.8,70.8,38.4,96.6,187
1508,dataset8,1952,97,22,19.1,49,38.5,95.2,187
1510.9,dataset8,1807,97,24,14.9,44.6,40.8,98.4,187
1513.8,dataset8,1675,97,26,14.3,38,59.6,97.6,187
1516.7,dataset8,1556,97,27,13.3,29.4,50.4,94.1,187
1519.6,dataset8,1531,97,27,11.6,23.1,20,95.6,187
1522.5,dataset8,1534,97,27,10.8,32.2,21.8,98.4,187
1525.4,dataset8,1538,97,28,14.9,33.5,24.7,98.4,187
1528.3,dataset8,1610,97,29,15.1,38,24.3,98.4,187
1531.2,dataset8,1734,97,30,15.7,34.4,23.7,98.4,187
1534.1,dataset8,1695,97,30,13.7,27.8,21.2,97.6,185
1537,dataset8,1610,97,29,10.6,25.5,24.3,93.7,185
1539.9,dataset8,804,97,9,11,23.6,36.1,94.1,185
1542.8,dataset8,859,97,9,11.4,31.4,36.3,94.9,186
1545.7,dataset8,1102,97,6,11.8,32.4,36.9,96.3,187
1548.6,dataset8,997,97,4,11.5,37.3,43.5,98.4,187
1551.5,dataset8,774,97,0,10.6,36.9,51.3,98.4,187
1554.4,dataset8,756,97,0,10.7,36.1,49.8,98.4,188
1557.3,dataset8,735,97,1,11,36.6,49.2,98.4,189
1560.2,dataset8,773,97,0,11.4,37.6,46.7,98.4,190
1563.1,dataset8,964,97,2,13,45.5,43.6,98.4,190
1566,dataset8,1713,97,11,26.3,41.2,37.7,98.4,190
1568.9,dataset8,1588,97,12,25.1,23.9,35.4,98.4,189
1571.8,dataset8,1338,97,17,21.2,23.8,32.7,98.4,187
1574.7,dataset8,1363,97,18,17.7,23.5,26.7,98.4,185
1577.6,dataset8,1398,97,20,11.4,23.2,26.6,98.4,185
1580.5,dataset8,1561,97,20,13.4,22.7,26.3,98.4,187
1583.4,dataset8,1558,97,20,15.7,43,25.7,98.4,187
1586.3,dataset8,1521,97,25,14.4,55.9,23.9,98.4,187
1589.2,dataset8,1460,97,25,12.8,24.7,24.1,98.4,187
1592.1,dataset8,1257,97,24,9.4,32.3,24.3,96.8,187
1595,dataset8,1705,97,24,16.2,60,32.8,95,187
1597.9,dataset8,2536,97,25,35.7,84.3,41.7,98.4,187
1600.8,dataset8,2440,97,30,32.7,126.7,48.6,98.4,187
1603.7,dataset8,2350,97,36,27.8,96.2,51,98.4,187
1606.6,dataset8,2465,97,40,47.8,63.2,59.6,98.4,187
1609.5,dataset8,2487,97,41,62.3,19.2,53.8,98.4,187
1612.4,dataset8,2556,97,43,34.1,21,43.9,96.4,189
1615.3,dataset8,2483,97,44,33.8,27.1,57.4,94.2,189
1618.2,dataset8,2352,97,48,32.5,26.3,67.1,98.4,189
1621.1,dataset8,2108,97,48,24.3,25.1,19.2,98.4,189
1624,dataset8,1851,97,48,11.4,18.7,18,98.4,189
1626.9,dataset8,1674,97,43,10.9,13.4,14.1,98.4,189
1629.8,dataset8,1643,97,43,10.7,17.3,14,98.4,188
1632.7,dataset8,1540,97,40,11.4,30,13.7,98.6,187
1635.6,dataset8,1905,97,41,17.4,71,27.8,98.8,186
1638.5,dataset8,2701,97,45,39.6,69,40.1,98.4,185
1641.4,dataset8,2239,97,46,33.5,64.7,24.7,98.4,187
1644.3,dataset8,1319,97,49,10.6,50.2,24.4,94.1,187
1647.2,dataset8,1352,97,48,10.3,23.9,20,94.9,187
1650.1,dataset8,1389,97,47,9.8,18.6,19.3,98.4,187
1653,dataset8,1427,97,36,9.8,14.3,16.9,98.4,187
1655.9,dataset8,1380,97,33,10,19.2,19.7,98.4,186
1658.8,dataset8,1224,97,22,11.4,20.5,24.3,96.7,185
1661.7,dataset8,1388,97,18,17.4,24.7,30.5,95.1,185
1664.6,dataset8,1653,97,11,34.9,66.3,39,98.4,185
1667.5,dataset8,2282,97,19,34.9,129,63.9,98.4,185
1670.4,dataset8,2728,98,26,34.9,82,55.4,98.4,185
1673.3,dataset8,1704,99,27,36.6,40.2,26.7,97,187
1676.2,dataset8,1711,99,27,35.9,88.2,25.7,94.1,187
1679.1,dataset8,1734,99,31,11.8,74.7,23.9,96,189
1682,dataset8,1706,99,30,11.3,20.8,20.3,98.4,189
1684.9,dataset8,1649,99,29,9.8,22.1,16.7,98.4,189
1687.8,dataset8,1552,99,28,9.8,24.7,21.6,97.9,187
1690.7,dataset8,1449,99,26,9.8,19.8,24.6,94.9,186
1693.6,dataset8,1543,99,22,13.8,15.2,36.9,94.7,185
1696.5,dataset8,1505,99,22,17.3,29,33.7,94.1,185
1699.4,dataset8,1290,99,22,11.4,31.2,25.9,95.7,185
1702.3,dataset8,1331,99,23,12.9,61.5,30.2,98.4,185
1705.2,dataset8,1509,99,25,33.7,57.1,39.2,97.1,185
1708.1,dataset8,1511,99,25,37.5,32.2,46,94.9,185
1711,dataset8,1514,99,27,56.4,30.5,55.3,96.8,185
1713.9,dataset8,1689,99,28,43.7,25.9,36,97.9,186
1716.8,dataset8,1946,99,29,12.5,24.6,20.5,92.9,187
1719.7,dataset8,1800,99,30,12.1,22.7,24.3,93.2,187
1722.6,dataset8,1668,99,30,11.4,56.4,25.9,94.1,187
1725.5,dataset8,1692,99,30,16.2,85.9,31,95.6,187
1728.4,dataset8,1752,99,30,18.7,74.5,26.8,98.4,187
1731.3,dataset8,1938,99,32,11,61,20,98.4,187
1734.2,dataset8,1670,99,29,11,16.1,16.8,98.3,187
1737.1,dataset8,1181,99,22,11,20.3,15.7,93.7,187
1740,dataset8,998,99,16,11,27.8,41.2,94.6,187
1742.9,dataset8,849,99,9,11,32.7,42.9,98.4,187
1745.8,dataset8,1477,99,6,18,38,49.4,98.4,187
1748.7,dataset8,1388,99,6,24.3,47.4,44.8,98.4,187
1751.6,dataset8,987,99,7,11.8,45.1,35.7,96.9,189
1754.5,dataset8,1161,99,6,13.8,35.3,41.4,94.9,189
1757.4,dataset8,1500,99,4,21.2,32.9,47.4,98.4,189
1760.3,dataset8,1497,99,5,22.4,28.2,47.1,98.4,189
1763.2,dataset8,1508,99,5,24.7,40.9,47,98.4,189
1766.1,dataset8,1997,99,9,28,55.7,46.7,98.4,189
1769,dataset8,1972,99,13,31.6,54.1,43.9,98.4,188
1771.9,dataset8,1787,99,17,11,51.4,36.5,98.4,187
1774.8,dataset8,1716,99,17,10.8,36.5,33.3,98.4,187
1777.7,dataset8,1522,99,17,10.2,33.3,29,98.4,187
1780.6,dataset8,1398,99,17,10.5,25.1,29.4,98.4,187
1783.5,dataset8,1207,99,16,11.4,25.6,29.7,98.4,187
1786.4,dataset8,1217,99,16,11.4,26.3,29,98.4,189
1789.3,dataset8,1231,99,17,11.4,24.5,28.8,98.4,189
1792.2,dataset8,1291,99,17,11.6,22.9,27.9,97.3,189
1795.1,dataset8,1260,99,17,12.1,27.1,28.9,94.5,189
1798,dataset8,1111,99,17,17.6,26.2,31,94.3,189
1800.9,dataset8,1188,99,18,16.2,22.4,28.6,94.1,188
1803.8,dataset8,1356,99,21,11,26.4,26.2,96.6,187
1806.7,dataset8,1703,99,23,13.6,35.3,34.5,98.4,187
1809.6,dataset8,2042,99,25,18.4,29,32.2,98.4,186
1812.5,dataset8,1163,99,23,17.2,22.4,22.8,98.4,185
1815.4,dataset8,1171,99,23,15.5,23.2,24.7,98.4,186
1818.3,dataset8,1198,99,23,11,23.2,27.8,96.7,187
1821.2,dataset8,1153,99,22,10.9,23.5,28.5,95.1,187
1824.1,dataset8,1081,99,20,10.6,27,31.1,98.4,187
1827,dataset8,885,99,14,10.6,31.8,47.8,97.5,187
1829.9,dataset8,835,99,8,11,35.3,43.9,94.9,187
1832.8,dataset8,1371,99,7,21.2,38.8,34.5,96.3,189
1835.7,dataset8,1395,99,9,19.3,54.9,32.2,98.4,189
1838.6,dataset8,1449,99,13,11.4,49,30.2,95.8,189
1841.5,dataset8,1126,99,7,11.2,36.9,53.3,94.4,188
1844.4,dataset8,765,99,0,11,42,51.9,98.4,187
1847.3,dataset8,1681,99,7,14.3,47.3,45.9,98.4,187
1850.2,dataset8,1747,99,9,18.5,45.1,42,98.4,187
1853.1,dataset8,2034,99,14,29.8,46.9,34.1,98.4,189
1856,dataset8,2014,99,16,28.3,54.5,36.9,98.4,188
1858.9,dataset8,1971,99,21,22.3,44.1,39.2,98.4,187
1861.8,dataset8,1793,99,21,20.1,21.2,22.8,98.4,187
1864.7,dataset8,1593,99,22,15.7,35.1,23.3,98.4,187
